No.,ブロックタイプ,タグ名,必要項目,記述,データタイプ,I/Oアドレス,生値,,,スケール変換値,,,,,
1670,デジタル,TI1009：AIOP,〇,加熱帯上部排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:402:10,0,～,1,0,～,1,,,
1673,デジタル,FY1004：AIOP,〇,加熱帯上部排ｶﾞｽ流量補正：IOP警報,WORD,FCS1:R:404:2,0,～,1,0,～,1,,,
1674,アナログ,FIC1004：PV,〇,加熱帯上部排ｶﾞｽ流量制御：PV,WORD,FCS1:R:405,0,～,10000,0,～,20000,Nm3/h,,
1675,アナログ,FIC1004：SV,〇,加熱帯上部排ｶﾞｽ流量制御：SV,WORD,FCS1:R:406,0,～,10000,0,～,20000,Nm3/h,,
1676,アナログ,FIC1004：MV,〇,加熱帯上部排ｶﾞｽ流量制御：MV,WORD,FCS1:R:407,0,～,10000,0,～,100,%,,
1677,アナログ,FIC1004：MODE,〇,加熱帯上部排ｶﾞｽ流量制御：MODE,WORD,FCS1:R:408,0,～,10000,0,～,10000,,,
1678,アナログ,FIC1004：H,〇,加熱帯上部排ｶﾞｽ流量制御：H,WORD,FCS1:R:409,0,～,10000,0,～,20000,Nm3/h,,
1679,アナログ,FIC1004：L,〇,加熱帯上部排ｶﾞｽ流量制御：L,WORD,FCS1:R:410,0,～,10000,0,～,20000,Nm3/h,,
1680,アナログ,FIC1004：HH,〇,加熱帯上部排ｶﾞｽ流量制御：HH,WORD,FCS1:R:411,0,～,10000,0,～,20000,Nm3/h,,
1681,アナログ,FIC1004：LL,〇,加熱帯上部排ｶﾞｽ流量制御：LL,WORD,FCS1:R:412,0,～,10000,0,～,20000,Nm3/h,,
1684,デジタル,FIC1004：FMH,〇,加熱帯上部排ｶﾞｽ流量制御：出力上限制限,WORD,FCS1:R:413:2,0,～,1,0,～,1,,,
1685,デジタル,FIC1004：FML,〇,加熱帯上部排ｶﾞｽ流量制御：出力下限制限,WORD,FCS1:R:413:3,0,～,1,0,～,1,,,
1692,デジタル,FIC1004：AIOP,〇,加熱帯上部排ｶﾞｽ流量制御：IOP警報,WORD,FCS1:R:413:10,0,～,1,0,～,1,,,
1765,アナログ,FIC2002：PV,〇,加熱帯下部LNG流量制御：PV,WORD,FCS1:R:444,0,～,10000,0,～,2500,Nm3/h,,
1766,アナログ,FIC2002：SV,〇,加熱帯下部LNG流量制御：SV,WORD,FCS1:R:445,0,～,10000,0,～,2500,Nm3/h,,
1767,アナログ,FIC2002：MV,〇,加熱帯下部LNG流量制御：MV,WORD,FCS1:R:446,0,～,10000,0,～,100,%,,
1768,アナログ,FIC2002：MODE,〇,加熱帯下部LNG流量制御：MODE,WORD,FCS1:R:447,0,～,10000,0,～,10000,,,
1769,アナログ,FIC2002：H,〇,加熱帯下部LNG流量制御：H,WORD,FCS1:R:448,0,～,10000,0,～,2500,Nm3/h,,
1770,アナログ,FIC2002：L,〇,加熱帯下部LNG流量制御：L,WORD,FCS1:R:449,0,～,10000,0,～,2500,Nm3/h,,
1771,アナログ,FIC2002：HH,〇,加熱帯下部LNG流量制御：HH,WORD,FCS1:R:450,0,～,10000,0,～,2500,Nm3/h,,
1772,アナログ,FIC2002：LL,〇,加熱帯下部LNG流量制御：LL,WORD,FCS1:R:451,0,～,10000,0,～,2500,Nm3/h,,
1775,デジタル,FIC2002：FMH,〇,加熱帯下部LNG流量制御：出力上限制限,WORD,FCS1:R:452:2,0,～,1,0,～,1,,,
1776,デジタル,FIC2002：FML,〇,加熱帯下部LNG流量制御：出力下限制限,WORD,FCS1:R:452:3,0,～,1,0,～,1,,,
1795,アナログ,FIC2003：PV,〇,加熱帯下部燃焼空気流量制御：PV,WORD,FCS1:R:457,0,～,10000,0,～,29000,Nm3/h,,
1796,アナログ,FIC2003：SV,〇,加熱帯下部燃焼空気流量制御：SV,WORD,FCS1:R:458,0,～,10000,0,～,29000,Nm3/h,,
1797,アナログ,FIC2003：MV,〇,加熱帯下部燃焼空気流量制御：MV,WORD,FCS1:R:459,0,～,10000,0,～,100,%,,
1798,アナログ,FIC2003：MODE,〇,加熱帯下部燃焼空気流量制御：MODE,WORD,FCS1:R:460,0,～,10000,0,～,10000,,,
1799,アナログ,FIC2003：H,〇,加熱帯下部燃焼空気流量制御：H,WORD,FCS1:R:461,0,～,10000,0,～,29000,Nm3/h,,
1800,アナログ,FIC2003：L,〇,加熱帯下部燃焼空気流量制御：L,WORD,FCS1:R:462,0,～,10000,0,～,29000,Nm3/h,,
1801,アナログ,FIC2003：HH,〇,加熱帯下部燃焼空気流量制御：HH,WORD,FCS1:R:463,0,～,10000,0,～,29000,Nm3/h,,
1802,アナログ,FIC2003：LL,〇,加熱帯下部燃焼空気流量制御：LL,WORD,FCS1:R:464,0,～,10000,0,～,29000,Nm3/h,,
1805,デジタル,FIC2003：FMH,〇,加熱帯下部燃焼空気流量制御：出力上限制限,WORD,FCS1:R:465:2,0,～,1,0,～,1,,,
1806,デジタル,FIC2003：FML,〇,加熱帯下部燃焼空気流量制御：出力下限制限,WORD,FCS1:R:465:3,0,～,1,0,～,1,,,
1813,デジタル,FIC2003：AIOP,〇,加熱帯下部燃焼空気流量制御：IOP警報,WORD,FCS1:R:465:10,0,～,1,0,～,1,,,
1825,アナログ,FIC2004：PV,〇,加熱帯下部排ｶﾞｽ流量制御：PV,WORD,FCS1:R:470,0,～,10000,0,～,25000,Nm3/h,,
1826,アナログ,FIC2004：SV,〇,加熱帯下部排ｶﾞｽ流量制御：SV,WORD,FCS1:R:471,0,～,10000,0,～,25000,Nm3/h,,
1827,アナログ,FIC2004：MV,〇,加熱帯下部排ｶﾞｽ流量制御：MV,WORD,FCS1:R:472,0,～,10000,0,～,100,%,,
1828,アナログ,FIC2004：MODE,〇,加熱帯下部排ｶﾞｽ流量制御：MODE,WORD,FCS1:R:473,0,～,10000,0,～,10000,,,
1829,アナログ,FIC2004：H,〇,加熱帯下部排ｶﾞｽ流量制御：H,WORD,FCS1:R:474,0,～,10000,0,～,25000,Nm3/h,,
1830,アナログ,FIC2004：L,〇,加熱帯下部排ｶﾞｽ流量制御：L,WORD,FCS1:R:475,0,～,10000,0,～,25000,Nm3/h,,
1831,アナログ,FIC2004：HH,〇,加熱帯下部排ｶﾞｽ流量制御：HH,WORD,FCS1:R:476,0,～,10000,0,～,25000,Nm3/h,,
1832,アナログ,FIC2004：LL,〇,加熱帯下部排ｶﾞｽ流量制御：LL,WORD,FCS1:R:477,0,～,10000,0,～,25000,Nm3/h,,
1835,デジタル,FIC2004：FMH,〇,加熱帯下部排ｶﾞｽ流量制御：出力上限制限,WORD,FCS1:R:478:2,0,～,1,0,～,1,,,
1836,デジタル,FIC2004：FML,〇,加熱帯下部排ｶﾞｽ流量制御：出力下限制限,WORD,FCS1:R:478:3,0,～,1,0,～,1,,,
1843,デジタル,FIC2004：AIOP,〇,加熱帯下部排ｶﾞｽ流量制御：IOP警報,WORD,FCS1:R:478:10,0,～,1,0,～,1,,,
1855,アナログ,TI2009：PV,〇,加熱帯下部排ｶﾞｽ温度：PV,WORD,FCS1:R:483,0,～,10000,0,～,500,℃,,
1856,アナログ,TI2009：H,〇,加熱帯下部排ｶﾞｽ温度：H,WORD,FCS1:R:484,0,～,10000,0,～,500,℃,,
1857,アナログ,TI2009：L,〇,加熱帯下部排ｶﾞｽ温度：L,WORD,FCS1:R:485,0,～,10000,0,～,500,℃,,
1858,アナログ,TI2009：HH,〇,加熱帯下部排ｶﾞｽ温度：HH,WORD,FCS1:R:486,0,～,10000,0,～,500,℃,,
1859,アナログ,TI2009：LL,〇,加熱帯下部排ｶﾞｽ温度：LL,WORD,FCS1:R:487,0,～,10000,0,～,500,℃,,
1862,デジタル,TI2009：ACAL,〇,加熱帯下部排ｶﾞｽ温度：CAL,WORD,FCS1:R:490:1,0,～,1,0,～,1,,,
1869,デジタル,TI2009：AIOP,〇,加熱帯下部排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:490:10,0,～,1,0,～,1,,,
1936,アナログ,TI3001A：PV,〇,均熱帯上部温度1：PV,WORD,FCS1:R:520,0,～,10000,0,～,1400,℃,,
1937,アナログ,TI3001A：H,〇,均熱帯上部温度1：H,WORD,FCS1:R:521,0,～,10000,0,～,1400,℃,,
1938,アナログ,TI3001A：L,〇,均熱帯上部温度1：L,WORD,FCS1:R:522,0,～,10000,0,～,1400,℃,,
1939,アナログ,TI3001A：HH,〇,均熱帯上部温度1：HH,WORD,FCS1:R:523,0,～,10000,0,～,1400,℃,,
1940,アナログ,TI3001A：LL,〇,均熱帯上部温度1：LL,WORD,FCS1:R:524,0,～,10000,0,～,1400,℃,,
1943,デジタル,TI3001A：ACAL,〇,均熱帯上部温度1：CAL,WORD,FCS1:R:527:1,0,～,1,0,～,1,,,
1950,デジタル,TI3001A：AIOP,〇,均熱帯上部温度1：IOP警報,WORD,FCS1:R:527:10,0,～,1,0,～,1,,,
1952,アナログ,TI3001B：PV,〇,均熱帯上部温度2：PV,WORD,FCS1:R:529,0,～,10000,0,～,1400,℃,,
1953,アナログ,TI3001B：H,〇,均熱帯上部温度2：H,WORD,FCS1:R:530,0,～,10000,0,～,1400,℃,,
1954,アナログ,TI3001B：L,〇,均熱帯上部温度2：L,WORD,FCS1:R:531,0,～,10000,0,～,1400,℃,,
1955,アナログ,TI3001B：HH,〇,均熱帯上部温度2：HH,WORD,FCS1:R:532,0,～,10000,0,～,1400,℃,,
1959,デジタル,TI3001B：ACAL,〇,均熱帯上部温度2：CAL,WORD,FCS1:R:536:1,0,～,1,0,～,1,,,
1966,デジタル,TI3001B：AIOP,〇,均熱帯上部温度2：IOP警報,WORD,FCS1:R:536:10,0,～,1,0,～,1,,,
1968,アナログ,TIC3001：PV,〇,均熱帯上部炉温制御：PV,WORD,FCS1:R:538,0,～,10000,0,～,1400,℃,,
1969,アナログ,TIC3001：SV,〇,均熱帯上部炉温制御：SV,WORD,FCS1:R:539,0,～,10000,0,～,1400,℃,,
1970,アナログ,TIC3001：MV,〇,均熱帯上部炉温制御：MV,WORD,FCS1:R:540,0,～,10000,0,～,100,%,,
1971,アナログ,TIC3001：MODE,〇,均熱帯上部炉温制御：MODE,WORD,FCS1:R:541,0,～,10000,0,～,10000,,,
1972,アナログ,TIC3001：H,〇,均熱帯上部炉温制御：H,WORD,FCS1:R:542,0,～,10000,0,～,1400,℃,,
1973,アナログ,TIC3001：L,〇,均熱帯上部炉温制御：L,WORD,FCS1:R:543,0,～,10000,0,～,1400,℃,,
1974,アナログ,TIC3001：HH,〇,均熱帯上部炉温制御：HH,WORD,FCS1:R:544,0,～,10000,0,～,1400,℃,,
1975,アナログ,TIC3001：LL,〇,均熱帯上部炉温制御：LL,WORD,FCS1:R:545,0,～,10000,0,～,1400,℃,,
1978,デジタル,TIC3001：FMH,〇,均熱帯上部炉温制御：出力上限制限,WORD,FCS1:R:546:2,0,～,1,0,～,1,,,
1979,デジタル,TIC3001：FML,〇,均熱帯上部炉温制御：出力下限制限,WORD,FCS1:R:546:3,0,～,1,0,～,1,,,
1986,デジタル,TIC3001：AIOP,〇,均熱帯上部炉温制御：IOP警報,WORD,FCS1:R:546:10,0,～,1,0,～,1,,,
2002,デジタル,TFF3001：AIOP,〇,均熱上炉温FF：IOP警報,WORD,FCS1:R:552:2,0,～,1,0,～,1,,,
2023,デジタル,TSP3001A：AIOP,〇,均熱上計算機炉温設定：IOP警報,WORD,FCS1:R:562:10,0,～,1,0,～,1,,,
2031,アナログ,TI4001A：PV,〇,均熱帯下部温度1：PV,WORD,FCS1:R:574,0,～,10000,0,～,1400,℃,,
2032,アナログ,TI4001A：H,〇,均熱帯下部温度1：H,WORD,FCS1:R:575,0,～,10000,0,～,1400,℃,,
2033,アナログ,TI4001A：L,〇,均熱帯下部温度1：L,WORD,FCS1:R:576,0,～,10000,0,～,1400,℃,,
2034,アナログ,TI4001A：HH,〇,均熱帯下部温度1：HH,WORD,FCS1:R:577,0,～,10000,0,～,1400,℃,,
2035,アナログ,TI4001A：LL,〇,均熱帯下部温度1：LL,WORD,FCS1:R:578,0,～,10000,0,～,1400,℃,,
2038,デジタル,TI4001A：ACAL,〇,均熱帯下部温度1：CAL,WORD,FCS1:R:581:1,0,～,1,0,～,1,,,
2045,デジタル,TI4001A：AIOP,〇,均熱帯下部温度1：IOP警報,WORD,FCS1:R:581:10,0,～,1,0,～,1,,,
2047,アナログ,TI4001B：PV,〇,均熱帯下部温度2：PV,WORD,FCS1:R:583,0,～,10000,0,～,1400,℃,,
2048,アナログ,TI4001B：H,〇,均熱帯下部温度2：H,WORD,FCS1:R:584,0,～,10000,0,～,1400,℃,,
2049,アナログ,TI4001B：L,〇,均熱帯下部温度2：L,WORD,FCS1:R:585,0,～,10000,0,～,1400,℃,,
2050,アナログ,TI4001B：HH,〇,均熱帯下部温度2：HH,WORD,FCS1:R:586,0,～,10000,0,～,1400,℃,,
2051,アナログ,TI4001B：LL,〇,均熱帯下部温度2：LL,WORD,FCS1:R:587,0,～,10000,0,～,1400,℃,,
2054,デジタル,TI4001B：ACAL,〇,均熱帯下部温度2：CAL,WORD,FCS1:R:590:1,0,～,1,0,～,1,,,
2061,デジタル,TI4001B：AIOP,〇,均熱帯下部温度2：IOP警報,WORD,FCS1:R:590:10,0,～,1,0,～,1,,,
2074,アナログ,TIC4001：PV,〇,均熱帯下部炉温制御：PV,WORD,FCS1:R:597,0,～,10000,0,～,1400,℃,,
2075,アナログ,TIC4001：SV,〇,均熱帯下部炉温制御：SV,WORD,FCS1:R:598,0,～,10000,0,～,1400,℃,,
2076,アナログ,TIC4001：MV,〇,均熱帯下部炉温制御：MV,WORD,FCS1:R:599,0,～,10000,0,～,100,%,,
2077,アナログ,TIC4001：MODE,〇,均熱帯下部炉温制御：MODE,WORD,FCS1:R:600,0,～,10000,0,～,10000,,,
2078,アナログ,TIC4001：H,〇,均熱帯下部炉温制御：H,WORD,FCS1:R:601,0,～,10000,0,～,1400,℃,,
2079,アナログ,TIC4001：L,〇,均熱帯下部炉温制御：L,WORD,FCS1:R:602,0,～,10000,0,～,1400,℃,,
2080,アナログ,TIC4001：HH,〇,均熱帯下部炉温制御：HH,WORD,FCS1:R:603,0,～,10000,0,～,1400,℃,,
2081,アナログ,TIC4001：LL,〇,均熱帯下部炉温制御：LL,WORD,FCS1:R:604,0,～,10000,0,～,1400,℃,,
2084,デジタル,TIC4001：FMH,〇,均熱帯下部炉温制御：出力上限制限,WORD,FCS1:R:605:2,0,～,1,0,～,1,,,
2085,デジタル,TIC4001：FML,〇,均熱帯下部炉温制御：出力下限制限,WORD,FCS1:R:605:3,0,～,1,0,～,1,,,
2092,デジタル,TIC4001：AIOP,〇,均熱帯下部炉温制御：IOP警報,WORD,FCS1:R:605:10,0,～,1,0,～,1,,,
2118,デジタル,TSP4001A：AIOP,〇,均熱下計算機炉温設定：IOP警報,WORD,FCS1:R:616:10,0,～,1,0,～,1,,,
2166,デジタル,U3001：AIOP,〇,3Z空気比実績：IOP警報,WORD,FCS1:R:1335:10,0,～,1,0,～,1,,,
2182,デジタル,U4001：AIOP,〇,4Z空気比実績：IOP警報,WORD,FCS1:R:1344:10,0,～,1,0,～,1,,,
2188,アナログ,FIC3002：PV,〇,均熱帯上部LNG流量制御：PV,WORD,FCS1:R:633,0,～,10000,0,～,360,Nm3/h,,
2189,アナログ,FIC3002：SV,〇,均熱帯上部LNG流量制御：SV,WORD,FCS1:R:634,0,～,10000,0,～,360,Nm3/h,,
2190,アナログ,FIC3002：MV,〇,均熱帯上部LNG流量制御：MV,WORD,FCS1:R:635,0,～,10000,0,～,100,%,,
2191,アナログ,FIC3002：MODE,〇,均熱帯上部LNG流量制御：MODE,WORD,FCS1:R:636,0,～,10000,0,～,10000,,,
2192,アナログ,FIC3002：H,〇,均熱帯上部LNG流量制御：H,WORD,FCS1:R:637,0,～,10000,0,～,360,Nm3/h,,
2193,アナログ,FIC3002：L,〇,均熱帯上部LNG流量制御：L,WORD,FCS1:R:638,0,～,10000,0,～,360,Nm3/h,,
2194,アナログ,FIC3002：HH,〇,均熱帯上部LNG流量制御：HH,WORD,FCS1:R:639,0,～,10000,0,～,360,Nm3/h,,
2195,アナログ,FIC3002：LL,〇,均熱帯上部LNG流量制御：LL,WORD,FCS1:R:640,0,～,10000,0,～,360,Nm3/h,,
2198,デジタル,FIC3002：FMH,〇,均熱帯上部LNG流量制御：出力上限制限,WORD,FCS1:R:641:2,0,～,1,0,～,1,,,
2199,デジタル,FIC3002：FML,〇,均熱帯上部LNG流量制御：出力下限制限,WORD,FCS1:R:641:3,0,～,1,0,～,1,,,
2206,デジタル,FIC3002：AIOP,〇,均熱帯上部LNG流量制御：IOP警報,WORD,FCS1:R:641:10,0,～,1,0,～,1,,,
2218,アナログ,FIC3003：PV,〇,均熱帯上部燃焼空気流量制御：PV,WORD,FCS1:R:646,0,～,10000,0,～,4600,Nm3/h,,
2219,アナログ,FIC3003：SV,〇,均熱帯上部燃焼空気流量制御：SV,WORD,FCS1:R:647,0,～,10000,0,～,4600,Nm3/h,,
2220,アナログ,FIC3003：MV,〇,均熱帯上部燃焼空気流量制御：MV,WORD,FCS1:R:648,0,～,10000,0,～,100,%,,
2221,アナログ,FIC3003：MODE,〇,均熱帯上部燃焼空気流量制御：MODE,WORD,FCS1:R:649,0,～,10000,0,～,10000,,,
2222,アナログ,FIC3003：H,〇,均熱帯上部燃焼空気流量制御：H,WORD,FCS1:R:650,0,～,10000,0,～,4600,Nm3/h,,
2223,アナログ,FIC3003：L,〇,均熱帯上部燃焼空気流量制御：L,WORD,FCS1:R:651,0,～,10000,0,～,4600,Nm3/h,,
2224,アナログ,FIC3003：HH,〇,均熱帯上部燃焼空気流量制御：HH,WORD,FCS1:R:652,0,～,10000,0,～,4600,Nm3/h,,
2225,アナログ,FIC3003：LL,〇,均熱帯上部燃焼空気流量制御：LL,WORD,FCS1:R:653,0,～,10000,0,～,4600,Nm3/h,,
2228,デジタル,FIC3003：FMH,〇,均熱帯上部燃焼空気流量制御：出力上限制限,WORD,FCS1:R:654:2,0,～,1,0,～,1,,,
2229,デジタル,FIC3003：FML,〇,均熱帯上部燃焼空気流量制御：出力下限制限,WORD,FCS1:R:654:3,0,～,1,0,～,1,,,
2236,デジタル,FIC3003：AIOP,〇,均熱帯上部燃焼空気流量制御：IOP警報,WORD,FCS1:R:654:10,0,～,1,0,～,1,,,
2244,アナログ,TI3009：PV,〇,均熱帯上部排ｶﾞｽ温度：PV,WORD,FCS1:R:657,0,～,10000,0,～,500,℃,,
2245,アナログ,TI3009：H,〇,均熱帯上部排ｶﾞｽ温度：H,WORD,FCS1:R:658,0,～,10000,0,～,500,℃,,
2246,アナログ,TI3009：L,〇,均熱帯上部排ｶﾞｽ温度：L,WORD,FCS1:R:659,0,～,10000,0,～,500,℃,,
2247,アナログ,TI3009：HH,〇,均熱帯上部排ｶﾞｽ温度：HH,WORD,FCS1:R:660,0,～,10000,0,～,500,℃,,
2248,アナログ,TI3009：LL,〇,均熱帯上部排ｶﾞｽ温度：LL,WORD,FCS1:R:661,0,～,10000,0,～,500,℃,,
2251,デジタル,TI3009：ACAL,〇,均熱帯上部排ｶﾞｽ温度：CAL,WORD,FCS1:R:664:1,0,～,1,0,～,1,,,
2258,デジタル,TI3009：AIOP,〇,均熱帯上部排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:664:10,0,～,1,0,～,1,,,
2264,アナログ,FIC3004：PV,〇,均熱帯上部排ｶﾞｽ流量制御：PV,WORD,FCS1:R:668,0,～,10000,0,～,4000,Nm3/h,,
2265,アナログ,FIC3004：SV,〇,均熱帯上部排ｶﾞｽ流量制御：SV,WORD,FCS1:R:669,0,～,10000,0,～,4000,Nm3/h,,
2266,アナログ,FIC3004：MV,〇,均熱帯上部排ｶﾞｽ流量制御：MV,WORD,FCS1:R:670,0,～,10000,0,～,100,%,,
2267,アナログ,FIC3004：MODE,〇,均熱帯上部排ｶﾞｽ流量制御：MODE,WORD,FCS1:R:671,0,～,10000,0,～,10000,,,
2268,アナログ,FIC3004：H,〇,均熱帯上部排ｶﾞｽ流量制御：H,WORD,FCS1:R:672,0,～,10000,0,～,4000,Nm3/h,,
2269,アナログ,FIC3004：L,〇,均熱帯上部排ｶﾞｽ流量制御：L,WORD,FCS1:R:673,0,～,10000,0,～,4000,Nm3/h,,
2270,アナログ,FIC3004：HH,〇,均熱帯上部排ｶﾞｽ流量制御：HH,WORD,FCS1:R:674,0,～,10000,0,～,4000,Nm3/h,,
2271,アナログ,FIC3004：LL,〇,均熱帯上部排ｶﾞｽ流量制御：LL,WORD,FCS1:R:675,0,～,10000,0,～,4000,Nm3/h,,
2274,デジタル,FIC3004：FMH,〇,均熱帯上部排ｶﾞｽ流量制御：出力上限制限,WORD,FCS1:R:676:2,0,～,1,0,～,1,,,
2275,デジタル,FIC3004：FML,〇,均熱帯上部排ｶﾞｽ流量制御：出力下限制限,WORD,FCS1:R:676:3,0,～,1,0,～,1,,,
2282,デジタル,FIC3004：AIOP,〇,均熱帯上部排ｶﾞｽ流量制御：IOP警報,WORD,FCS1:R:676:10,0,～,1,0,～,1,,,
2356,デジタル,FY4002H：AIOP,〇,均熱帯下部LNG流量開平：IOP警報,WORD,FCS1:R:707:2,0,～,1,0,～,1,,,
2358,デジタル,FY4002：AIOP,〇,均熱帯下部LNG流量補正：IOP警報,WORD,FCS1:R:708:2,0,～,1,0,～,1,,,
2359,アナログ,FIC4002：PV,〇,均熱帯下部LNG流量制御：PV,WORD,FCS1:R:709,0,～,10000,0,～,440,Nm3/h,,
2360,アナログ,FIC4002：SV,〇,均熱帯下部LNG流量制御：SV,WORD,FCS1:R:710,0,～,10000,0,～,440,Nm3/h,,
2361,アナログ,FIC4002：MV,〇,均熱帯下部LNG流量制御：MV,WORD,FCS1:R:711,0,～,10000,0,～,100,%,,
2362,アナログ,FIC4002：MODE,〇,均熱帯下部LNG流量制御：MODE,WORD,FCS1:R:712,0,～,10000,0,～,10000,,,
2363,アナログ,FIC4002：H,〇,均熱帯下部LNG流量制御：H,WORD,FCS1:R:713,0,～,10000,0,～,440,Nm3/h,,
2364,アナログ,FIC4002：L,〇,均熱帯下部LNG流量制御：L,WORD,FCS1:R:714,0,～,10000,0,～,440,Nm3/h,,
2365,アナログ,FIC4002：HH,〇,均熱帯下部LNG流量制御：HH,WORD,FCS1:R:715,0,～,10000,0,～,440,Nm3/h,,
2366,アナログ,FIC4002：LL,〇,均熱帯下部LNG流量制御：LL,WORD,FCS1:R:716,0,～,10000,0,～,440,Nm3/h,,
2369,デジタル,FIC4002：FMH,〇,均熱帯下部LNG流量制御：出力上限制限,WORD,FCS1:R:717:2,0,～,1,0,～,1,,,
2370,デジタル,FIC4002：FML,〇,均熱帯下部LNG流量制御：出力下限制限,WORD,FCS1:R:717:3,0,～,1,0,～,1,,,
2377,デジタル,FIC4002：AIOP,〇,均熱帯下部LNG流量制御：IOP警報,WORD,FCS1:R:717:10,0,～,1,0,～,1,,,
2389,アナログ,FIC4003：PV,〇,均熱帯下部燃焼空気流量制御：PV,WORD,FCS1:R:722,0,～,10000,0,～,5500,Nm3/h,,
2390,アナログ,FIC4003：SV,〇,均熱帯下部燃焼空気流量制御：SV,WORD,FCS1:R:723,0,～,10000,0,～,5500,Nm3/h,,
2391,アナログ,FIC4003：MV,〇,均熱帯下部燃焼空気流量制御：MV,WORD,FCS1:R:724,0,～,10000,0,～,100,%,,
2392,アナログ,FIC4003：MODE,〇,均熱帯下部燃焼空気流量制御：MODE,WORD,FCS1:R:725,0,～,10000,0,～,10000,,,
2393,アナログ,FIC4003：H,〇,均熱帯下部燃焼空気流量制御：H,WORD,FCS1:R:726,0,～,10000,0,～,5500,Nm3/h,,
2394,アナログ,FIC4003：L,〇,均熱帯下部燃焼空気流量制御：L,WORD,FCS1:R:727,0,～,10000,0,～,5500,Nm3/h,,
2395,アナログ,FIC4003：HH,〇,均熱帯下部燃焼空気流量制御：HH,WORD,FCS1:R:728,0,～,10000,0,～,5500,Nm3/h,,
2396,アナログ,FIC4003：LL,〇,均熱帯下部燃焼空気流量制御：LL,WORD,FCS1:R:729,0,～,10000,0,～,5500,Nm3/h,,
2399,デジタル,FIC4003：FMH,〇,均熱帯下部燃焼空気流量制御：出力上限制限,WORD,FCS1:R:730:2,0,～,1,0,～,1,,,
2400,デジタル,FIC4003：FML,〇,均熱帯下部燃焼空気流量制御：出力下限制限,WORD,FCS1:R:730:3,0,～,1,0,～,1,,,
2407,デジタル,FIC4003：AIOP,〇,均熱帯下部燃焼空気流量制御：IOP警報,WORD,FCS1:R:730:10,0,～,1,0,～,1,,,
2415,アナログ,TI4009：PV,〇,均熱帯下部排ｶﾞｽ温度：PV,WORD,FCS1:R:733,0,～,10000,0,～,500,℃,,
2416,アナログ,TI4009：H,〇,均熱帯下部排ｶﾞｽ温度：H,WORD,FCS1:R:734,0,～,10000,0,～,500,℃,,
2417,アナログ,TI4009：L,〇,均熱帯下部排ｶﾞｽ温度：L,WORD,FCS1:R:735,0,～,10000,0,～,500,℃,,
2418,アナログ,TI4009：HH,〇,均熱帯下部排ｶﾞｽ温度：HH,WORD,FCS1:R:736,0,～,10000,0,～,500,℃,,
2419,アナログ,TI4009：LL,〇,均熱帯下部排ｶﾞｽ温度：LL,WORD,FCS1:R:737,0,～,10000,0,～,500,℃,,
2422,デジタル,TI4009：ACAL,〇,均熱帯下部排ｶﾞｽ温度：CAL,WORD,FCS1:R:740:1,0,～,1,0,～,1,,,
2429,デジタル,TI4009：AIOP,〇,均熱帯下部排ｶﾞｽ温度：IOP警報,WORD,FCS1:R:740:10,0,～,1,0,～,1,,,
2432,デジタル,FY4004H：AIOP,〇,均熱帯下部排ｶﾞｽ流量開平：IOP警報,WORD,FCS1:R:742:2,0,～,1,0,～,1,,,
2434,デジタル,FY4004：AIOP,〇,均熱帯下部排ｶﾞｽ流量補正：IOP警報,WORD,FCS1:R:743:2,0,～,1,0,～,1,,,
2435,アナログ,FIC4004：PV,〇,均熱帯下部排ｶﾞｽ流量制御：PV,WORD,FCS1:R:744,0,～,10000,0,～,4800,Nm3/h,,
2436,アナログ,FIC4004：SV,〇,均熱帯下部排ｶﾞｽ流量制御：SV,WORD,FCS1:R:745,0,～,10000,0,～,4800,Nm3/h,,
2437,アナログ,FIC4004：MV,〇,均熱帯下部排ｶﾞｽ流量制御：MV,WORD,FCS1:R:746,0,～,10000,0,～,100,%,,
2438,アナログ,FIC4004：MODE,〇,均熱帯下部排ｶﾞｽ流量制御：MODE,WORD,FCS1:R:747,0,～,10000,0,～,10000,,,
2439,アナログ,FIC4004：H,〇,均熱帯下部排ｶﾞｽ流量制御：H,WORD,FCS1:R:748,0,～,10000,0,～,4800,Nm3/h,,
2440,アナログ,FIC4004：L,〇,均熱帯下部排ｶﾞｽ流量制御：L,WORD,FCS1:R:749,0,～,10000,0,～,4800,Nm3/h,,
2441,アナログ,FIC4004：HH,〇,均熱帯下部排ｶﾞｽ流量制御：HH,WORD,FCS1:R:750,0,～,10000,0,～,4800,Nm3/h,,
2442,アナログ,FIC4004：LL,〇,均熱帯下部排ｶﾞｽ流量制御：LL,WORD,FCS1:R:751,0,～,10000,0,～,4800,Nm3/h,,
2445,デジタル,FIC4004：FMH,〇,均熱帯下部排ｶﾞｽ流量制御：出力上限制限,WORD,FCS1:R:752:2,0,～,1,0,～,1,,,
2446,デジタル,FIC4004：FML,〇,均熱帯下部排ｶﾞｽ流量制御：出力下限制限,WORD,FCS1:R:752:3,0,～,1,0,～,1,,,
2453,デジタル,FIC4004：AIOP,〇,均熱帯下部排ｶﾞｽ流量制御：IOP警報,WORD,FCS1:R:752:10,0,～,1,0,～,1,,,
